CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;CNPJ Gestor;Nome Gestor;Gestor Apelido
32.891.432/0001-26;ZEVER II PREVIDENCIÁRIO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
32.893.482/0001-42;CLOVIS PREVIDENCIÁRIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;29.408.732/0001-05;XP VIDA E PREVIDÊNCIA S.A.;XPG
32.893.581/0001-24;AZ QUEST MULTI BRASILPREV FIFE FI FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA;59.312.965/0001-62;AZ Quest Prev Ltda.;AZ Quest
32.905.253/0001-09;KINEA PREV APOLO MULTIMERCADO FUNDO DE INVESTIMENTO FINANCEIRO RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
32.990.051/0001-02;KINEA OPORTUNIDADE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
33.149.830/0001-34;DAROL EQUITIES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
33.342.285/0001-06;BRZ HIGH GRADE FI FINANCEIRO RENDA FIXA CRÉDITO PRIVADO- RESPONSABILIDADE LIMITADA;02.888.152/0001-06;BRZ INVESTIMENTOS LTDA;BRZ
33.376.528/0001-19;UNIMED CASCAVEL FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRED PRIV - RESP LIMITADA;44.476.932/0001-80;SVN GESTORA DE RECURSOS LTDA;SVN
33.400.496/0001-40;ASTERALES CLASSE DE INVESTIMENTO EM  AÇÕES - RESP  LIMITADA;41.647.788/0001-00;RAM GESTORA DE RECURSOS LTDA.;RAM
33.401.130/0001-95;ABP FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;15.289.957/0001-77;XP ADVISORY GESTAO DE RECURSOS LTDA;XPG
33.498.865/0001-89;ATLÂNTICA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
33.499.222/0001-50;G5 4FLU FUNDO DE INVESTIMENTO MULTIMERCADO;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
33.520.988/0001-79;BUTIÁ TOP PREVIDENCIÁRIO FIFE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;22.899.452/0001-90;BUTIÁ GESTÃO DE INVESTIMENTOS LTDA.;Butiá
33.589.389/0001-01;G5 SAMEDAN FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
33.599.991/0001-20;BTG PACTUAL CREDITO CORPORATIVO PLUS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;BTG Asset
33.600.624/0001-07;INTEGRAL ICATU PREVIDENCIARIO II FIF - CI RENDA FIXA CRÉDITO PRIVADO FIFE - RESP LIMITADA;06.576.569/0001-86;INTEGRAL INVESTIMENTOS LTDA.;Integral
33.701.828/0001-26;SULAMÉRICA CRÉDITO ESG FIF RENDA FIXA CRÉDITO PRIVADO LP INVEST SUSTENTÁVEL DE RESP LIMITADA;21.813.291/0001-07;SUL AMÉRICA INVESTIMENTOS GESTORA DE RECURSOS S.A.;Sulamérica
33.768.937/0001-60;FLEX SUPER FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CRÉDITO PRIVADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
33.769.125/0001-30;REE FIF - CLASSE DE INVESTIMENTO MULT CRED PRIV - RESP LIMITADA;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
33.769.135/0001-75;G5 GREEN 95 FIF  - CLASSE DE INVESTIMENTO MULTIMERCADO CRED PRIV - RESPONSABILIDADE LIMITADA;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
33.796.173/0001-17;AMÉRICO PREV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;16.987.291/0001-93;AZ GUIDANCE GESTÃO DE PATRIMÔNIO LTDA.;AZ Quest
33.842.492/0001-11;SAFRA REFERENCIADO II FIF CLASSE DE INVEST RENDA FIXA REFERENCIADA DI CRÉDITO PRIVADO RESP LIMITADA;01.638.542/0001-57;SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Safra Asset
33.913.618/0001-00;TESLA R2 CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
33.953.262/0001-20;SPS PREV CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;10.757.908/0001-06;Berkana Investimentos e Gestao de Recursos Ltda.;Berkana
33.953.325/0001-48;6.568 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
33.953.485/0001-97;MOEDA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO;05.794.902/0001-60;GALAPAGOS MULTI FAMILY OFFICE LTDA;Galapagos
34.041.503/0001-27;AC44 PREV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;29.408.732/0001-05;XP VIDA E PREVIDÊNCIA S.A.;XPG
34.080.987/0001-13;BRADESCO FIF DEDICADO ANS - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
34.081.211/0001-18;ICATU VANGUARDA ABSOLUTO FIFE FIF - CLASSE DE INVESTIMENTO RF CRED PRIV PREVIDENCIÁRIO - RESP  LTDA;68.622.174/0001-20;ICATU VANGUARDA GESTÃO DE RECURSOS LTDA;Icatu
34.081.238/0001-00;FLICKA FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
34.109.940/0001-35;BRADESCO GESTÃO FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
34.143.987/0001-15;UNIMED MULTIESTRATÉGIA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESP LIMITADA;10.917.835/0001-64;VINCI EQUITIES GESTORA DE RECURSOS LTDA;Vinci
34.172.479/0001-65;MINERVA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
34.200.585/0001-05;VILA DO CONDE FIF CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;65.913.436/0001-17;SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;Safra Asset
34.218.639/0001-60;RAJADA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
34.218.692/0001-60;CINAMOMO CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO  RESP LIMITADA;11.468.803/0001-91;PRADA ADMINISTRADORA DE RECURSOS LTDA.;Prada
34.231.820/0001-06;SANTANDER PREV PB PARNASSÁ MULTIMERCADO CRÉDITO PRIVADO - FIF RESP LIMITADA;03.502.968/0001-04;SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;SAM
34.270.943/0001-56;CAPITÂNIA PREV BP FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;41.777.833/0001-40;CAPITANIA PREV S.A.;Capitânia
34.337.307/0001-02;LIVERPOOL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;18.038.439/0001-79;M8 PARTNERS GESTORA DE RECURSOS LTDA.;M8
34.337.882/0001-05;PUMALIN FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;33.805.882/0001-11;BRASIL GLOBAL PARTNERS LTDA.;Brasil Global
34.369.940/0001-74;ACESSO I FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;35.950.923/0001-99;ANGÁ INVESTIMENTOS LTDA;Angá
34.370.592/0001-55;JMC PREV FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;20.710.453/0001-19;MONTE BRAVO GESTÃO DE RECURSOS LTDA.;Monte Bravo
34.431.229/0001-00;TMB3 PREV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;39.764.365/0001-28;LEVANTE GESTORA DE RECURSOS LTDA.;Levante
34.431.868/0001-68;ROOT CAPITAL HIGH YIELD FI FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;11.397.040/0001-35;ROOT CAPITAL - GESTÃO DE RECURSOS LTDA;Root
34.447.278/0001-23;GJ33 PREV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;29.408.732/0001-05;XP VIDA E PREVIDÊNCIA S.A.;XPG
34.461.914/0001-71;ANGÁ MÃO AMIGA FI FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;35.950.923/0001-99;ANGÁ INVESTIMENTOS LTDA;Angá
34.474.470/0001-09;ARX VINSON MASTER FI FINANCEIRO RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;04.408.128/0001-40;ARX INVESTIMENTOS LTDA;ARX
34.474.989/0001-97;ARX DENALI MASTER FIF RENDA FIXA CRÉDITO PRIVADO - RESP LTDA;04.408.128/0001-40;ARX INVESTIMENTOS LTDA;ARX
34.475.149/0001-49;XP ADVISORY PORTFOLIO PRIVATE I PREV FIM CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;29.408.732/0001-05;XP VIDA E PREVIDÊNCIA S.A.;XPG
34.475.199/0001-26;XP ADVISORY PORTFOLIO PRIVATE II PREV FIM CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;29.408.732/0001-05;XP VIDA E PREVIDÊNCIA S.A.;XPG
34.476.006/0001-51;SANTANDER DINÂMICO RENDA FIXA CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO FINANCEIRO RESP LIMITADA;10.231.177/0001-52;SANTANDER BRASIL GESTÃO DE RECURSOS LTDA;SAM
34.488.907/0001-63;BRASILPREV TOP TP II FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
34.525.051/0001-59;SULAMÉRICA CRÉDITO INSTITUCIONAL ESG FIF RF CRED PRIV LONGO PRAZO IS - RESP LIMITADA;54.286.457/0001-33;Sul América Gestão de Investimentos S.A.;Sulamérica
34.613.727/0001-66;BB PREVIDÊNCIA TP II FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
34.626.161/0001-07;ONDINA FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;46.895.578/0001-54;MONTE AZUL GESTÃO DE RECURSOS LTDA.;Monte Azul
34.633.393/0001-92;BROTHERS FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
34.643.801/0001-97;CLASSE ÚNICA DE COTAS DO PAULISTA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;02.933.874/0001-27;RAFTER GESTÃO DE INVESTIMENTOS LTDA;Rafter
34.657.939/0001-45;SANTANDER PB CANGUARA MULTIMERCADO CRÉDITO PRIVADO - FIF;03.502.968/0001-04;SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;SAM
34.658.060/0001-18;SANTANDER PB TURN AROUND AÇÕES - FUNDO DE INVESTIMENTO FINANCEIRO;03.502.968/0001-04;SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;SAM
34.687.399/0001-42;VINLAND MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;07.341.777/0001-69;VINLAND CAPITAL MANAGEMENT GESTORA DE RECURSOS LTDA.;Vinland
34.687.581/0001-01;WE CRÉDITO I FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;17.305.299/0001-95;WE CAPITAL INVESTIMENTOS LTDA.;WE Capital
34.687.633/0001-31;KINEA APOLO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
34.693.089/0001-30;CAIXA GESTÃO MODERADO PREVINVEST PREVIDENCIÁRIO FUNDO DE INVESTIMENTO FINANCEIRO RF - RESP LIMITADA;42.040.639/0001-40;CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;CEF Asset
34.738.232/0001-63;UBS EVOLUTION MASTER FIXED INCOME STRATEGY FIF - MULTIMERCADO CRÉD PRIV RESP LIMITADA;11.519.438/0001-05;UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.;UBS
34.738.269/0001-91;DEL REY FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
34.781.259/0001-39;ICATU VANGUARDA ABSOLUTO IU FIFE FIF RENDA FIXA CRÉDITO PRIVADO PREVIDENCIÁRIO RESP LIMITADA;68.622.174/0001-20;ICATU VANGUARDA GESTÃO DE RECURSOS LTDA;Icatu
34.791.543/0001-96;MINAS FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
34.792.991/0001-04;ROMA FIF  - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA;42.271.429/0001-63;FUNDAÇÃO VALE DO RIO DOCE DE SEGURIDADE SOCIAL - VALIA;Valia
34.799.162/0001-53;BOCOM BBM CORPORATE CREDIT FIF - CLASSE DE INVESTIMENTO RF CRED PRIV - RESP LIMITADA;15.213.150/0001-50;BOCOM BBM CCVM S.A.;BBM Asset
34.799.393/0001-67;BOCOM BBM CORPORATE CREDIT HIGH YIELD FIF - CLASSE DE INVESTIMENTO MULT CRED PRIV - RESP LIMITADA;15.213.150/0001-50;BOCOM BBM CCVM S.A.;BBM Asset
34.799.517/0001-04;L&L FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;31.384.260/0001-31;ORIZ ASSET MANAGEMENT LTDA.;Oriz
34.832.962/0001-29;UBS BARAQUEÇABA FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO RESPONSABILIDADE LIMITADA;11.519.438/0001-05;UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.;UBS
34.839.786/0001-57;RUVEN II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;18.167.206/0001-76;STRATEGIC PORTFOLIO ADVISORS - GESTORA DE RECURSOS LTDA;SPA
34.962.302/0001-62;ARX EVEREST MASTER FIF RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;04.408.128/0001-40;ARX INVESTIMENTOS LTDA;ARX
34.979.840/0001-60;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO CHR BRASIL;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
35.001.250/0001-20;FCOPEL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;75.054.940/0001-62;FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;Copel
35.001.422/0001-66;UNIMED INVESTCOOP ANS V FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;31.681.693/0001-59;INVESTCOOP ASSET MANAGEMENT LTDA.;Investcoop
35.001.591/0001-04;G5 ALMAJUTUR FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
35.120.235/0001-00;SANTANDER PB HOLLY III MULTIMERCADO CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO FINANCEIRO RESP LIMITADA;03.502.968/0001-04;SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;SAM
35.292.597/0001-70;BB PREVIDENCIARIO MULTIMERCADO ALOCAÇÃO FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
35.362.902/0001-52;MANTOVA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;35.070.686/0001-71;GHIA GESTÃO DE RECURSOS LTDA.;Ghia
35.364.091/0001-29;AFR II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;43.043.121/0001-23;ONE WEALTH MANAGEMENT GESTORA DE RECURSOS LTDA;One WM
35.372.139/0001-40;JGP PREVIDENCIÁRIO ITAÚ MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;53.980.469/0001-09;JGP Equities Gestão de Recursos Ltda.;JGP
35.377.402/0001-94;MULTINVEST LYNX FUNDO DE INVESTIMENTO MULTIMERCADO;12.564.465/0001-54;MULTINVEST CAPITAL ADMINISTRADORA DE RECURSOS LTDA;Multinvest
35.377.557/0001-20;SP181 FIF MULTIMERCADO RESPONSABILIDADE LIMITADA;04.686.893/0001-21;TURIM 21 INVESTIMENTOS LTDA;Turim
35.377.796/0001-80;PORTO SEGURO MASTER FIF RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO RESPONSABILIDADE LIMITADA;16.492.391/0001-49;PORTO SEGURO INVESTIMENTOS LTDA;Porto Asset
35.395.606/0001-58;ABSOLUTE PREVIDENCIÁRIO MASTER II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;17.285.755/0001-82;ABSOLUTE GESTAO DE INVESTIMENTOS LTDA;Absolute
35.399.404/0001-84;COMPASS CREDIT SELECTION FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;31.982.447/0001-37;VINCI CG GESTORA DE RECURSOS LTDA;Vinci
35.420.664/0001-94;FORTALEZA PREV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;29.408.732/0001-05;XP VIDA E PREVIDÊNCIA S.A.;XPG
35.420.709/0001-20;CEDU PREV FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;06.332.955/0001-22;STEN GESTÃO PATRIMONIAL LTDA.;Sten
35.420.830/0001-52;CINQUENTÃO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;40.147.132/0001-65;OBY CAPITAL GESTORA DE RECURSOS LTDA.;OBY
35.435.878/0001-34;INTER ANS FI FINANCEIRO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESPONSABILIDADE LIMITADA;05.585.083/0001-41;INTER ASSET GESTÃO DE RECURSOS LTDA.;Inter
35.491.217/0001-26;SPX SEAHAWK MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO LP RESP LIMITADA;12.330.774/0001-60;SPX GESTÃO DE RECURSOS LTDA;SPX
35.500.650/0001-80;ITAÚ ACTIVE FIX ESG CRÉDITO PRIVADOMULTIMERCADO INVESTIMENTO SUSTENTÁVEL FIF RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
35.587.465/0001-75;SULAMERICA CRIGA FIF MULTIMERCADO CRÉDITO PRIVADO DE RESPONSABILIDADE LIMITADA;21.813.291/0001-07;SUL AMÉRICA INVESTIMENTOS GESTORA DE RECURSOS S.A.;Sulamérica
35.591.513/0001-07;BOUGHEVILLE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;09.031.993/0001-33;GLOBAL ASSET GESTORA DE RECURSOS LTDA;Global
35.600.771/0001-02;STONEX SAFIRA AGRO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;20.505.773/0001-37;STONEX INVESTIMENTOS LTDA.;Stonex
35.609.382/0001-30;ICATU VANGUARDA IPORÃ PG FIF CLASSE DE INVESTIMENTO MULTIMERCADO CRED PRIV - RESP LIMITADA;68.622.174/0001-20;ICATU VANGUARDA GESTÃO DE RECURSOS LTDA;Icatu
35.610.832/0001-04;NOVA ERA FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
35.618.006/0001-01;JGP FOCUS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;13.189.882/0001-27;JGP GESTÃO DE CREDITO LTDA;JGP
35.637.122/0001-78;PIRAJÁ FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;46.895.578/0001-54;MONTE AZUL GESTÃO DE RECURSOS LTDA.;Monte Azul
35.646.238/0001-73;SPX SEAHAWK PLUS MASTER FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;12.330.774/0001-60;SPX GESTÃO DE RECURSOS LTDA;SPX
35.672.024/0001-71;VERDE AM ICATU DISCERE PREV FIFE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESP LIMITADA;19.749.539/0001-76;VERDE ASSET MANAGEMENT S.A.;Verde
35.699.184/0001-04;G5 MORE BR FUNDO DE INVESTIMENTO FINANCEIRO;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
35.717.663/0001-06;NEW FAMILY RUNNER FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR - RESP LIMITADA;09.262.533/0001-16;BTGP WM 3 LTDA;BTG WM
35.717.688/0001-00;JGP COMPOUNDERS MASTER FI FINANCEIRO EM AÇÕES INVESTIMENTO NO EXTERIOR - RESPONSABILIDADE LIMITADA;53.980.469/0001-09;JGP Equities Gestão de Recursos Ltda.;JGP
35.717.700/0001-86;NEW SANTANA FIF MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;09.262.533/0001-16;BTGP WM 3 LTDA;BTG WM
35.765.249/0001-72;PCBM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO EXTERIOR;15.289.957/0001-77;XP ADVISORY GESTAO DE RECURSOS LTDA;XPG
35.765.444/0001-00;BTG LEGATO TB FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;BTG Asset
35.765.633/0001-75;GUAJUPIÁ CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;04.686.893/0001-21;TURIM 21 INVESTIMENTOS LTDA;Turim
35.779.861/0001-02;LGCY CLASSE DE INVESTIMENTO MULTIMERCADO INVESTMENTO NO EXTERIOR - RESP LIMITADA;28.674.641/0001-40;LEGACY CAPITAL GESTORA DE RECURSOS LTDA.;Legacy
35.803.277/0001-37;VALORA PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;17.482.086/0001-39;VALORA RENDA FIXA LTDA.;Valora
35.803.288/0001-17;CAPSTONE MACRO MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;33.552.500/0001-95;CAPSTONE PARTNERS GESTÃO DE RECURSOS LTDA.;Capstone
35.816.166/0001-65;PATRIMONIAL MÁSTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉD PRIV IE RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
35.819.455/0001-18;MACADÂMIA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;XPG
35.820.685/0001-05;AUGME PREVIDÊNCIA XP SEGUROS FIFE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO  RESP LIMITADA;23.360.896/0001-15;AUGME CAPITAL GESTÃO DE RECURSOS LTDA.;Augme
35.828.705/0001-86;AF GLOBAL BONDS CLASSE DE INVESTIMENTO  RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA;03.226.533/0001-84;AF INVEST ADMINISTRAÇÃO DE RECURSOS LTDA;AF Invest
35.844.780/0001-30;PENSION FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;01.638.542/0001-57;SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Safra Asset
35.844.920/0001-70;CKY FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
35.847.497/0001-62;ATLANTA FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;31.384.260/0001-31;ORIZ ASSET MANAGEMENT LTDA.;Oriz
35.847.502/0001-37;GARDA II FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CRÉDITO PRIVADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
35.847.518/0001-40;EL CHALTEN FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;11.468.803/0001-91;PRADA ADMINISTRADORA DE RECURSOS LTDA.;Prada
